code,rt_date,rt_time,rt_last,rt_last_vol,rt_oi_change,rt_nature
RB.SHF,20181026,133000,4240,3758,1470,4
RB.SHF,20181026,133001,4241,1524,-234,2
RB.SHF,20181026,133001,4240,1826,-290,5
RB.SHF,20181026,133002,4241,806,74,4
RB.SHF,20181026,133002,4241,776,450,4
RB.SHF,20181026,133003,4240,874,-60,5
RB.SHF,20181026,133003,4240,486,-24,5
RB.SHF,20181026,133004,4240,166,110,4
RB.SHF,20181026,133004,4239,382,356,1
RB.SHF,20181026,133005,4239,352,30,1
RB.SHF,20181026,133005,4239,154,102,4
RB.SHF,20181026,133006,4238,80,46,1
RB.SHF,20181026,133006,4238,566,-70,5
RB.SHF,20181026,133007,4238,136,56,1
RB.SHF,20181026,133007,4238,176,-66,2
RB.SHF,20181026,133008,4237,386,140,1
RB.SHF,20181026,133008,4238,128,-30,2
RB.SHF,20181026,133009,4238,90,44,1
RB.SHF,20181026,133009,4237,360,306,1
RB.SHF,20181026,133010,4237,132,14,1
RB.SHF,20181026,133010,4239,606,556,4
RB.SHF,20181026,133011,4238,290,186,1
RB.SHF,20181026,133011,4239,60,44,4
RB.SHF,20181026,133012,4238,350,242,1
RB.SHF,20181026,133013,4239,286,204,4
RB.SHF,20181026,133013,4240,170,90,4
RB.SHF,20181026,133014,4238,126,-2,5
RB.SHF,20181026,133014,4239,212,0,6
RB.SHF,20181026,133015,4239,172,146,1
RB.SHF,20181026,133015,4240,48,38,4
RB.SHF,20181026,133016,4240,56,22,4
RB.SHF,20181026,133016,4239,448,246,1
RB.SHF,20181026,133017,4240,70,-16,2
RB.SHF,20181026,133017,4240,250,54,4
RB.SHF,20181026,133018,4239,44,-22,5
RB.SHF,20181026,133018,4239,112,-18,5
RB.SHF,20181026,133019,4239,264,-128,5
RB.SHF,20181026,133019,4240,458,398,4
RB.SHF,20181026,133020,4239,82,-50,5
RB.SHF,20181026,133020,4240,60,44,4
RB.SHF,20181026,133021,4239,462,144,1
RB.SHF,20181026,133021,4240,42,18,4
RB.SHF,20181026,133022,4240,24,14,4
RB.SHF,20181026,133023,4239,150,-54,5
RB.SHF,20181026,133023,4240,64,38,4
RB.SHF,20181026,133024,4240,590,-2,2
RB.SHF,20181026,133024,4240,204,0,6
RB.SHF,20181026,133025,4240,202,-60,2
RB.SHF,20181026,133025,4241,584,-6,2
RB.SHF,20181026,133026,4240,400,-6,5
RB.SHF,20181026,133026,4241,728,500,4
RB.SHF,20181026,133027,4241,210,72,1
RB.SHF,20181026,133027,4242,282,148,4
RB.SHF,20181026,133028,4241,488,62,1
RB.SHF,20181026,133028,4242,298,-56,2
RB.SHF,20181026,133029,4242,324,-158,2
RB.SHF,20181026,133029,4242,244,-60,2
RB.SHF,20181026,133030,4241,1148,-218,5
RB.SHF,20181026,133030,4241,258,-162,2
RB.SHF,20181026,133031,4241,120,-10,2
RB.SHF,20181026,133031,4240,138,-96,5
RB.SHF,20181026,133032,4241,336,-126,2
RB.SHF,20181026,133032,4240,396,60,1
RB.SHF,20181026,133033,4241,116,54,4
RB.SHF,20181026,133033,4241,346,-270,2
RB.SHF,20181026,133034,4241,516,84,4
RB.SHF,20181026,133034,4241,144,-32,2
RB.SHF,20181026,133035,4241,62,-8,2
RB.SHF,20181026,133035,4241,50,-24,2
RB.SHF,20181026,133036,4241,366,-98,2
RB.SHF,20181026,133036,4241,132,-38,2
RB.SHF,20181026,133037,4241,70,32,4
RB.SHF,20181026,133037,4241,238,80,4
RB.SHF,20181026,133038,4241,934,454,4
RB.SHF,20181026,133038,4240,16,-4,5
RB.SHF,20181026,133039,4239,106,20,1
RB.SHF,20181026,133039,4239,92,22,1
RB.SHF,20181026,133040,4240,22,4,4
RB.SHF,20181026,133040,4241,674,212,4
RB.SHF,20181026,133041,4241,86,-24,2
RB.SHF,20181026,133041,4241,90,8,4
RB.SHF,20181026,133042,4241,148,-98,2
RB.SHF,20181026,133042,4240,174,-28,5
RB.SHF,20181026,133043,4240,8,4,4
RB.SHF,20181026,133043,4240,52,-4,2
RB.SHF,20181026,133044,4240,94,-72,2
RB.SHF,20181026,133044,4240,76,-12,5
RB.SHF,20181026,133045,4241,116,-52,2
RB.SHF,20181026,133045,4240,654,-262,5
RB.SHF,20181026,133046,4240,60,-8,5
RB.SHF,20181026,133046,4240,82,4,1
RB.SHF,20181026,133047,4240,60,18,1
RB.SHF,20181026,133047,4239,130,-114,5
RB.SHF,20181026,133048,4240,42,20,4
RB.SHF,20181026,133048,4240,34,0,3
RB.SHF,20181026,133049,4240,54,12,4
RB.SHF,20181026,133049,4240,104,-16,5
RB.SHF,20181026,133050,4240,24,14,4
RB.SHF,20181026,133051,4240,18,4,1
RB.SHF,20181026,133051,4240,36,-14,2
RB.SHF,20181026,133052,4241,68,-40,2
RB.SHF,20181026,133052,4240,12,-4,5
RB.SHF,20181026,133053,4240,236,-142,5
RB.SHF,20181026,133053,4240,108,-90,5
RB.SHF,20181026,133054,4239,152,0,3
RB.SHF,20181026,133054,4240,134,80,4
RB.SHF,20181026,133055,4240,12,-4,2
RB.SHF,20181026,133055,4239,60,0,3
RB.SHF,20181026,133056,4240,228,-76,2
RB.SHF,20181026,133056,4239,26,-4,5
RB.SHF,20181026,133057,4239,16,2,1
RB.SHF,20181026,133057,4240,104,40,4
RB.SHF,20181026,133058,4240,34,4,4
RB.SHF,20181026,133058,4239,112,64,1
RB.SHF,20181026,133059,4240,188,8,4
RB.SHF,20181026,133059,4239,120,12,1
RB.SHF,20181026,133100,4239,18,18,7
RB.SHF,20181026,133100,4239,94,-24,5
RB.SHF,20181026,133101,4239,44,26,1
RB.SHF,20181026,133101,4239,50,20,1
RB.SHF,20181026,133102,4240,32,-2,2
RB.SHF,20181026,133102,4240,46,6,4
RB.SHF,20181026,133103,4240,18,0,6
RB.SHF,20181026,133103,4239,118,-94,5
RB.SHF,20181026,133104,4240,66,4,4
RB.SHF,20181026,133104,4239,10,6,1
RB.SHF,20181026,133105,4239,22,14,1
RB.SHF,20181026,133105,4239,166,-68,5
RB.SHF,20181026,133106,4240,556,460,4
RB.SHF,20181026,133106,4239,80,-58,5
RB.SHF,20181026,133107,4240,188,80,4
RB.SHF,20181026,133107,4240,116,80,1
RB.SHF,20181026,133108,4240,16,16,7
RB.SHF,20181026,133108,4240,188,0,3
RB.SHF,20181026,133109,4241,38,-20,2
RB.SHF,20181026,133109,4241,640,-152,2
RB.SHF,20181026,133110,4241,136,-94,5
RB.SHF,20181026,133110,4241,398,10,1
RB.SHF,20181026,133111,4242,840,208,4
RB.SHF,20181026,133111,4242,792,-134,2
RB.SHF,20181026,133112,4242,88,-24,2
RB.SHF,20181026,133113,4242,58,0,6
RB.SHF,20181026,133113,4242,104,-100,2
RB.SHF,20181026,133114,4242,296,-116,2
RB.SHF,20181026,133114,4242,10,-4,2
RB.SHF,20181026,133115,4242,144,-80,2
RB.SHF,20181026,133115,4242,138,-66,2
RB.SHF,20181026,133116,4241,678,-528,5
RB.SHF,20181026,133116,4242,130,18,4
RB.SHF,20181026,133117,4241,18,-10,5
RB.SHF,20181026,133117,4242,328,150,4
RB.SHF,20181026,133118,4241,74,64,1
RB.SHF,20181026,133119,4242,74,64,4
RB.SHF,20181026,133119,4241,138,-96,5
RB.SHF,20181026,133120,4242,54,46,4
RB.SHF,20181026,133120,4242,98,62,4
RB.SHF,20181026,133121,4241,38,-14,5
RB.SHF,20181026,133121,4241,238,-114,5
RB.SHF,20181026,133122,4242,250,16,4
RB.SHF,20181026,133122,4242,252,50,4
RB.SHF,20181026,133123,4242,1234,326,4
RB.SHF,20181026,133123,4242,46,16,4
RB.SHF,20181026,133124,4241,184,72,1
RB.SHF,20181026,133124,4242,202,-120,2
RB.SHF,20181026,133125,4241,300,-60,5
RB.SHF,20181026,133125,4242,862,-4,2
RB.SHF,20181026,133126,4242,188,14,4
RB.SHF,20181026,133126,4242,316,-98,2
RB.SHF,20181026,133127,4242,86,18,4
RB.SHF,20181026,133127,4242,406,-84,2
RB.SHF,20181026,133128,4241,672,-504,5
RB.SHF,20181026,133128,4243,122,78,4
RB.SHF,20181026,133129,4243,322,-28,2
RB.SHF,20181026,133129,4242,210,52,1
RB.SHF,20181026,133130,4242,22,10,1
RB.SHF,20181026,133130,4243,32,6,4
RB.SHF,20181026,133131,4242,236,162,1
RB.SHF,20181026,133131,4242,182,4,4
RB.SHF,20181026,133132,4242,98,32,4
RB.SHF,20181026,133132,4242,374,-180,2
RB.SHF,20181026,133133,4242,78,42,4
RB.SHF,20181026,133133,4242,56,30,4
RB.SHF,20181026,133134,4242,216,178,4
RB.SHF,20181026,133134,4242,110,-44,5
RB.SHF,20181026,133135,4242,48,-10,2
RB.SHF,20181026,133135,4242,132,-70,2
RB.SHF,20181026,133136,4242,30,6,1
RB.SHF,20181026,133136,4242,16,2,1
RB.SHF,20181026,133137,4242,126,2,1
RB.SHF,20181026,133137,4243,50,14,4
RB.SHF,20181026,133138,4242,44,-30,5
RB.SHF,20181026,133138,4243,684,-616,2
RB.SHF,20181026,133139,4243,552,-438,2
RB.SHF,20181026,133139,4243,20,-8,2
RB.SHF,20181026,133140,4243,280,-196,2
RB.SHF,20181026,133141,4243,266,-54,2
RB.SHF,20181026,133142,4242,262,-118,5
RB.SHF,20181026,133142,4242,78,40,1
RB.SHF,20181026,133143,4241,136,-26,5
RB.SHF,20181026,133143,4242,168,-102,2
RB.SHF,20181026,133144,4242,210,-22,5
RB.SHF,20181026,133144,4242,284,-194,2
RB.SHF,20181026,133145,4243,106,0,6
RB.SHF,20181026,133145,4243,24,-2,2
RB.SHF,20181026,133146,4242,14,-4,5
RB.SHF,20181026,133146,4243,758,-116,2
RB.SHF,20181026,133147,4243,266,60,4
RB.SHF,20181026,133147,4242,70,54,1
RB.SHF,20181026,133148,4243,72,22,4
RB.SHF,20181026,133148,4243,84,-16,2
RB.SHF,20181026,133149,4243,496,-46,2
RB.SHF,20181026,133149,4241,158,12,1
RB.SHF,20181026,133150,4243,152,-104,2
RB.SHF,20181026,133150,4242,102,-16,5
RB.SHF,20181026,133151,4243,22,-4,2
RB.SHF,20181026,133151,4242,106,-96,5
RB.SHF,20181026,133152,4242,206,44,1
RB.SHF,20181026,133152,4242,16,8,4
RB.SHF,20181026,133153,4242,320,-76,2
RB.SHF,20181026,133153,4242,50,0,6
RB.SHF,20181026,133154,4242,370,32,4
RB.SHF,20181026,133154,4241,190,36,1
RB.SHF,20181026,133155,4242,256,-8,2
RB.SHF,20181026,133155,4242,34,6,4
RB.SHF,20181026,133156,4242,66,-6,2
RB.SHF,20181026,133156,4243,222,-44,2
RB.SHF,20181026,133157,4242,86,18,1
RB.SHF,20181026,133157,4242,276,-146,2
RB.SHF,20181026,133158,4242,224,76,4
RB.SHF,20181026,133158,4241,40,2,1
RB.SHF,20181026,133159,4241,96,-2,5
RB.SHF,20181026,133159,4242,442,-320,2
RB.SHF,20181026,133200,4242,28,16,4
RB.SHF,20181026,133200,4242,220,-50,5
RB.SHF,20181026,133201,4243,110,-32,2
RB.SHF,20181026,133201,4242,8,-4,5
RB.SHF,20181026,133202,4242,28,-6,5
RB.SHF,20181026,133202,4242,298,-60,5
RB.SHF,20181026,133203,4243,622,382,4
RB.SHF,20181026,133203,4243,120,24,4
RB.SHF,20181026,133204,4243,148,50,4
RB.SHF,20181026,133204,4242,794,140,1
RB.SHF,20181026,133205,4242,70,68,1
RB.SHF,20181026,133205,4243,58,24,4
RB.SHF,20181026,133206,4243,430,-90,2
RB.SHF,20181026,133206,4243,82,6,4
RB.SHF,20181026,133207,4243,36,34,4
RB.SHF,20181026,133207,4243,574,300,4
RB.SHF,20181026,133208,4242,752,-34,5
RB.SHF,20181026,133208,4244,228,-50,2
RB.SHF,20181026,133209,4244,634,-146,2
RB.SHF,20181026,133209,4243,96,-62,2
RB.SHF,20181026,133210,4243,280,-174,5
RB.SHF,20181026,133210,4243,124,10,4
RB.SHF,20181026,133211,4243,142,-30,5
RB.SHF,20181026,133211,4244,208,-64,2
RB.SHF,20181026,133212,4244,130,-78,2
RB.SHF,20181026,133212,4244,146,-118,2
RB.SHF,20181026,133213,4243,144,-18,5
RB.SHF,20181026,133213,4243,22,10,4
RB.SHF,20181026,133214,4242,22,20,1
RB.SHF,20181026,133214,4243,50,30,4
RB.SHF,20181026,133215,4243,58,12,4
RB.SHF,20181026,133215,4243,146,110,4
RB.SHF,20181026,133216,4243,48,34,4
RB.SHF,20181026,133216,4243,226,196,4
RB.SHF,20181026,133217,4243,20,4,4
RB.SHF,20181026,133217,4243,32,20,4
RB.SHF,20181026,133218,4242,28,24,1
RB.SHF,20181026,133218,4243,12,0,6
RB.SHF,20181026,133219,4243,138,66,4
RB.SHF,20181026,133219,4242,22,-18,5
RB.SHF,20181026,133220,4243,94,30,4
RB.SHF,20181026,133221,4243,36,26,4
RB.SHF,20181026,133221,4242,182,62,1
RB.SHF,20181026,133222,4242,178,82,1
RB.SHF,20181026,133222,4243,72,42,4
RB.SHF,20181026,133223,4242,28,20,1
RB.SHF,20181026,133223,4242,38,12,1
RB.SHF,20181026,133224,4243,66,40,4
RB.SHF,20181026,133224,4243,102,90,1
RB.SHF,20181026,133225,4243,216,-38,5
RB.SHF,20181026,133225,4243,34,-12,5
RB.SHF,20181026,133226,4243,136,-50,5
RB.SHF,20181026,133227,4244,70,4,4
RB.SHF,20181026,133227,4243,62,-46,5
RB.SHF,20181026,133228,4243,206,32,1
RB.SHF,20181026,133228,4243,36,18,1
RB.SHF,20181026,133229,4244,160,100,4
RB.SHF,20181026,133229,4244,114,44,4
RB.SHF,20181026,133230,4243,108,6,1
RB.SHF,20181026,133230,4243,56,14,1
RB.SHF,20181026,133231,4243,50,-10,5
RB.SHF,20181026,133231,4243,30,12,1
RB.SHF,20181026,133232,4242,40,16,1
RB.SHF,20181026,133232,4243,16,14,4
RB.SHF,20181026,133233,4243,104,-90,2
RB.SHF,20181026,133233,4242,38,22,1
RB.SHF,20181026,133234,4243,144,8,4
RB.SHF,20181026,133234,4243,60,46,4
RB.SHF,20181026,133235,4243,122,116,4
RB.SHF,20181026,133235,4242,24,4,1
RB.SHF,20181026,133236,4242,158,124,1
RB.SHF,20181026,133236,4242,68,48,1
RB.SHF,20181026,133237,4242,20,6,1
RB.SHF,20181026,133237,4243,2,0,6
RB.SHF,20181026,133238,4243,36,14,4
RB.SHF,20181026,133238,4243,10,6,4
RB.SHF,20181026,133239,4242,14,10,1
RB.SHF,20181026,133239,4243,8,4,4
RB.SHF,20181026,133240,4243,14,4,4
RB.SHF,20181026,133240,4242,30,4,1
RB.SHF,20181026,133241,4243,32,20,4
RB.SHF,20181026,133241,4243,152,30,4
RB.SHF,20181026,133242,4242,98,42,1
RB.SHF,20181026,133242,4242,224,6,1
RB.SHF,20181026,133243,4242,62,52,1
RB.SHF,20181026,133243,4242,124,118,1
RB.SHF,20181026,133244,4243,38,34,4
RB.SHF,20181026,133244,4242,22,18,1
RB.SHF,20181026,133245,4242,42,16,1
RB.SHF,20181026,133245,4242,74,6,1
RB.SHF,20181026,133246,4243,60,-6,2
RB.SHF,20181026,133246,4243,80,-34,2
RB.SHF,20181026,133247,4243,36,-26,2
RB.SHF,20181026,133247,4243,264,-70,2
RB.SHF,20181026,133248,4242,160,54,1
RB.SHF,20181026,133248,4242,14,12,4
RB.SHF,20181026,133249,4242,6,6,7
RB.SHF,20181026,133249,4242,56,56,7
RB.SHF,20181026,133250,4241,90,4,1
RB.SHF,20181026,133250,4241,26,-10,5
RB.SHF,20181026,133251,4241,110,10,1
RB.SHF,20181026,133251,4242,14,8,4
RB.SHF,20181026,133252,4241,28,20,1
RB.SHF,20181026,133252,4241,10,8,1
RB.SHF,20181026,133253,4241,12,8,1
RB.SHF,20181026,133253,4241,36,10,1
RB.SHF,20181026,133254,4241,120,116,1
RB.SHF,20181026,133254,4241,16,-2,5
RB.SHF,20181026,133255,4242,44,10,4
RB.SHF,20181026,133255,4241,18,14,1
RB.SHF,20181026,133256,4242,80,68,4
RB.SHF,20181026,133256,4241,98,78,1
RB.SHF,20181026,133257,4241,36,32,1
RB.SHF,20181026,133257,4241,4,4,7
RB.SHF,20181026,133258,4241,48,10,1
RB.SHF,20181026,133258,4241,60,58,1
RB.SHF,20181026,133259,4242,44,-4,2
RB.SHF,20181026,133259,4241,22,6,1
RB.SHF,20181026,133300,4241,12,6,1
RB.SHF,20181026,133300,4241,214,104,1
RB.SHF,20181026,133301,4242,136,-22,2
RB.SHF,20181026,133301,4243,92,-28,2
RB.SHF,20181026,133302,4242,112,0,3
RB.SHF,20181026,133302,4242,18,-10,5
RB.SHF,20181026,133303,4243,22,-2,2
RB.SHF,20181026,133303,4243,44,-20,2
RB.SHF,20181026,133304,4243,38,14,4
RB.SHF,20181026,133304,4242,470,-218,5
RB.SHF,20181026,133305,4243,202,-92,2
RB.SHF,20181026,133305,4243,42,12,1
RB.SHF,20181026,133306,4243,2,0,3
RB.SHF,20181026,133306,4244,24,2,4
RB.SHF,20181026,133307,4243,18,4,1
RB.SHF,20181026,133307,4243,98,-14,5
RB.SHF,20181026,133308,4243,28,24,1
RB.SHF,20181026,133308,4244,24,2,4
RB.SHF,20181026,133309,4244,26,2,4
RB.SHF,20181026,133309,4243,8,0,3
RB.SHF,20181026,133310,4243,70,-40,5
RB.SHF,20181026,133310,4244,172,-142,2
RB.SHF,20181026,133311,4243,38,-18,5
RB.SHF,20181026,133311,4243,148,-16,5
RB.SHF,20181026,133312,4242,124,-52,5
RB.SHF,20181026,133312,4243,46,-10,2
RB.SHF,20181026,133313,4243,60,-32,2
RB.SHF,20181026,133313,4242,42,4,1
RB.SHF,20181026,133314,4243,4,0,6
RB.SHF,20181026,133314,4243,40,0,6
RB.SHF,20181026,133315,4243,20,0,6
RB.SHF,20181026,133315,4242,20,-4,5
RB.SHF,20181026,133316,4243,26,-8,2
RB.SHF,20181026,133316,4243,26,-12,2
RB.SHF,20181026,133317,4243,578,-284,2
RB.SHF,20181026,133317,4244,38,-4,2
RB.SHF,20181026,133318,4243,434,-186,5
RB.SHF,20181026,133318,4244,146,-64,2
RB.SHF,20181026,133319,4243,32,-12,5
RB.SHF,20181026,133319,4243,86,-26,5
RB.SHF,20181026,133320,4244,80,-64,2
RB.SHF,20181026,133320,4243,78,-70,5
RB.SHF,20181026,133321,4244,52,-22,2
RB.SHF,20181026,133321,4243,236,-162,5
RB.SHF,20181026,133322,4243,148,118,1
RB.SHF,20181026,133322,4242,36,6,1
RB.SHF,20181026,133323,4242,140,58,1
RB.SHF,20181026,133324,4243,426,4,4
RB.SHF,20181026,133324,4243,30,10,4
RB.SHF,20181026,133325,4242,34,6,1
RB.SHF,20181026,133327,4242,6,2,1
RB.SHF,20181026,133328,4243,348,-56,2
RB.SHF,20181026,133328,4243,26,0,3
RB.SHF,20181026,133329,4243,196,68,1
RB.SHF,20181026,133329,4243,260,12,4
RB.SHF,20181026,133330,4243,8,-6,5
RB.SHF,20181026,133330,4243,8,0,5
RB.SHF,20181026,133331,4243,70,-30,2
RB.SHF,20181026,133331,4243,150,-16,2
RB.SHF,20181026,133332,4243,142,120,4
RB.SHF,20181026,133332,4242,338,78,1
RB.SHF,20181026,133333,4243,12,8,4
RB.SHF,20181026,133333,4243,246,20,4
RB.SHF,20181026,133334,4242,826,266,1
RB.SHF,20181026,133334,4242,130,26,4
RB.SHF,20181026,133335,4243,94,-26,2
RB.SHF,20181026,133335,4242,34,2,1
RB.SHF,20181026,133336,4242,84,-64,5
RB.SHF,20181026,133336,4242,32,-4,2
RB.SHF,20181026,133337,4243,38,-12,2
RB.SHF,20181026,133337,4242,12,4,4
RB.SHF,20181026,133338,4242,18,-4,2
RB.SHF,20181026,133338,4241,218,-74,5
RB.SHF,20181026,133339,4242,16,10,4
RB.SHF,20181026,133339,4242,26,24,4
RB.SHF,20181026,133340,4243,482,-402,2
RB.SHF,20181026,133340,4241,24,6,1
RB.SHF,20181026,133341,4241,16,6,1
RB.SHF,20181026,133341,4242,24,16,4
RB.SHF,20181026,133342,4242,40,14,4
RB.SHF,20181026,133342,4241,66,22,1
RB.SHF,20181026,133343,4242,38,-12,2
RB.SHF,20181026,133343,4241,100,54,1
RB.SHF,20181026,133344,4243,612,538,4
RB.SHF,20181026,133344,4242,44,12,1
RB.SHF,20181026,133345,4241,274,-56,5
RB.SHF,20181026,133345,4241,38,-18,5
RB.SHF,20181026,133346,4242,30,-4,2
RB.SHF,20181026,133346,4242,20,-2,2
RB.SHF,20181026,133347,4242,28,6,4
RB.SHF,20181026,133347,4242,16,-2,2
RB.SHF,20181026,133348,4242,6,-6,8
RB.SHF,20181026,133349,4242,100,34,4
RB.SHF,20181026,133349,4241,24,4,1
RB.SHF,20181026,133350,4241,20,-8,5
RB.SHF,20181026,133350,4241,430,178,1
RB.SHF,20181026,133351,4241,20,0,3
RB.SHF,20181026,133351,4241,22,-6,5
RB.SHF,20181026,133352,4241,30,22,1
RB.SHF,20181026,133352,4242,62,52,4
RB.SHF,20181026,133353,4241,60,6,1
RB.SHF,20181026,133353,4241,40,20,1
RB.SHF,20181026,133354,4241,86,64,1
RB.SHF,20181026,133354,4242,118,20,4
RB.SHF,20181026,133355,4241,48,-28,5
RB.SHF,20181026,133356,4241,82,-66,5
RB.SHF,20181026,133356,4241,92,-16,5
RB.SHF,20181026,133357,4241,218,-98,5
RB.SHF,20181026,133357,4241,16,-14,5
RB.SHF,20181026,133358,4242,68,20,4
RB.SHF,20181026,133358,4241,130,-2,5
RB.SHF,20181026,133359,4242,90,-22,2
RB.SHF,20181026,133359,4241,60,22,1
RB.SHF,20181026,133400,4241,58,-2,5
RB.SHF,20181026,133400,4241,66,-62,5
RB.SHF,20181026,133401,4242,22,-14,2
RB.SHF,20181026,133402,4241,20,-16,5
RB.SHF,20181026,133403,4241,26,-4,5
RB.SHF,20181026,133403,4242,174,-30,2
RB.SHF,20181026,133404,4242,84,-58,2
RB.SHF,20181026,133404,4241,42,-40,5
RB.SHF,20181026,133405,4241,40,-36,5
RB.SHF,20181026,133405,4241,8,0,3
RB.SHF,20181026,133406,4242,56,20,4
RB.SHF,20181026,133406,4241,304,-80,5
RB.SHF,20181026,133407,4241,20,16,1
RB.SHF,20181026,133407,4241,106,6,1
RB.SHF,20181026,133408,4241,50,44,1
RB.SHF,20181026,133408,4242,14,10,4
RB.SHF,20181026,133409,4241,40,2,1
RB.SHF,20181026,133409,4242,22,0,6
RB.SHF,20181026,133410,4241,8,2,1
RB.SHF,20181026,133410,4241,12,2,1
RB.SHF,20181026,133411,4242,42,12,4
RB.SHF,20181026,133411,4242,46,0,6
RB.SHF,20181026,133412,4241,488,-18,5
RB.SHF,20181026,133412,4241,220,196,1
RB.SHF,20181026,133413,4241,226,4,4
RB.SHF,20181026,133413,4241,6,0,6
RB.SHF,20181026,133414,4240,110,-2,5
RB.SHF,20181026,133414,4241,106,-42,2
RB.SHF,20181026,133415,4240,134,-118,5
RB.SHF,20181026,133415,4240,132,-126,5
RB.SHF,20181026,133416,4240,46,2,1
RB.SHF,20181026,133417,4240,14,12,1
RB.SHF,20181026,133417,4241,42,0,6
RB.SHF,20181026,133418,4240,232,-78,5
RB.SHF,20181026,133418,4240,54,0,3
RB.SHF,20181026,133419,4240,16,-12,5
RB.SHF,20181026,133419,4240,26,-14,5
RB.SHF,20181026,133420,4241,366,-188,2
RB.SHF,20181026,133420,4240,54,-8,5
RB.SHF,20181026,133421,4241,236,192,4
RB.SHF,20181026,133421,4240,58,22,1
RB.SHF,20181026,133422,4241,18,0,6
RB.SHF,20181026,133422,4240,22,4,1
RB.SHF,20181026,133423,4240,248,144,1
RB.SHF,20181026,133424,4240,240,-50,5
RB.SHF,20181026,133425,4240,20,8,1
RB.SHF,20181026,133425,4240,62,28,1
RB.SHF,20181026,133426,4240,24,-14,5
RB.SHF,20181026,133426,4240,50,-12,5
RB.SHF,20181026,133427,4240,316,-46,5
RB.SHF,20181026,133427,4240,58,-6,5
RB.SHF,20181026,133428,4240,182,-38,5
RB.SHF,20181026,133428,4239,22,-12,5
RB.SHF,20181026,133429,4240,40,-2,2
RB.SHF,20181026,133429,4239,140,80,1
RB.SHF,20181026,133430,4239,26,4,1
RB.SHF,20181026,133430,4240,46,0,6
RB.SHF,20181026,133431,4239,34,14,1
RB.SHF,20181026,133431,4240,266,30,4
RB.SHF,20181026,133432,4240,488,-384,2
RB.SHF,20181026,133432,4240,174,-158,5
RB.SHF,20181026,133433,4240,104,-94,5
RB.SHF,20181026,133433,4240,266,-144,5
RB.SHF,20181026,133434,4240,170,-106,5
RB.SHF,20181026,133434,4240,170,-156,5
RB.SHF,20181026,133435,4240,26,-18,5
RB.SHF,20181026,133435,4240,214,24,1
RB.SHF,20181026,133436,4240,50,-44,5
RB.SHF,20181026,133436,4240,194,-46,2
RB.SHF,20181026,133437,4240,76,-28,5
RB.SHF,20181026,133437,4240,16,-6,5
RB.SHF,20181026,133438,4240,30,-10,5
RB.SHF,20181026,133438,4240,28,-14,5
RB.SHF,20181026,133439,4240,22,-14,5
RB.SHF,20181026,133439,4240,24,18,1
RB.SHF,20181026,133440,4241,344,-118,2
RB.SHF,20181026,133440,4241,70,-30,5
RB.SHF,20181026,133441,4241,36,2,1
RB.SHF,20181026,133441,4241,46,14,1
RB.SHF,20181026,133442,4241,20,6,1
RB.SHF,20181026,133442,4241,204,-10,5
RB.SHF,20181026,133443,4241,182,20,1
RB.SHF,20181026,133443,4241,114,56,1
RB.SHF,20181026,133444,4241,44,-40,5
RB.SHF,20181026,133444,4241,108,-82,5
RB.SHF,20181026,133445,4241,58,-12,5
RB.SHF,20181026,133446,4240,156,-30,5
RB.SHF,20181026,133447,4242,128,-96,2
RB.SHF,20181026,133447,4242,106,34,4
RB.SHF,20181026,133448,4241,10,-8,5
RB.SHF,20181026,133448,4241,10,-6,5
RB.SHF,20181026,133449,4241,22,-18,5
RB.SHF,20181026,133449,4241,318,-282,5
RB.SHF,20181026,133450,4241,160,-10,5
RB.SHF,20181026,133450,4241,18,-12,2
RB.SHF,20181026,133451,4240,18,-16,5
RB.SHF,20181026,133451,4241,66,-20,2
RB.SHF,20181026,133452,4241,30,-8,2
RB.SHF,20181026,133452,4240,102,100,1
RB.SHF,20181026,133453,4242,14,-2,2
RB.SHF,20181026,133453,4242,18,-4,2
RB.SHF,20181026,133454,4240,8,0,3
RB.SHF,20181026,133454,4241,62,-2,2
RB.SHF,20181026,133455,4242,6,6,7
RB.SHF,20181026,133455,4241,18,2,1
RB.SHF,20181026,133456,4241,26,0,3
RB.SHF,20181026,133456,4241,292,-34,5
RB.SHF,20181026,133457,4240,6,0,3
RB.SHF,20181026,133457,4240,18,-10,5
RB.SHF,20181026,133458,4240,22,-8,5
RB.SHF,20181026,133459,4240,24,0,3
RB.SHF,20181026,133459,4241,18,-2,2
RB.SHF,20181026,133500,4241,62,48,4
RB.SHF,20181026,133501,4240,24,12,1
RB.SHF,20181026,133501,4242,196,-82,2
RB.SHF,20181026,133502,4241,242,56,1
RB.SHF,20181026,133502,4241,20,0,6
RB.SHF,20181026,133503,4240,4,0,3
RB.SHF,20181026,133504,4241,24,8,4
RB.SHF,20181026,133504,4241,10,6,4
RB.SHF,20181026,133505,4240,32,-20,5
RB.SHF,20181026,133505,4241,22,-14,2
RB.SHF,20181026,133506,4241,274,-150,2
RB.SHF,20181026,133506,4240,58,-32,5
RB.SHF,20181026,133507,4240,30,-20,5
RB.SHF,20181026,133507,4240,48,4,1
RB.SHF,20181026,133508,4240,30,-18,5
RB.SHF,20181026,133508,4241,10,-2,2
RB.SHF,20181026,133509,4240,10,-2,5
RB.SHF,20181026,133509,4240,392,-48,5
RB.SHF,20181026,133510,4240,28,-2,2
